職場の様子,休日休暇(月曜日),（派遣先）配属先部署　男女比　男,大手企業,交通費別途支給,（派遣先）配属先部署　人数,残業月20時間以上,職種コード,1日7時間以下勤務OK,短時間勤務OK(1日4h以内),学校・公的機関（官公庁）,土日祝のみ勤務,Wordのスキルを活かす,勤務地　最寄駅1（分）,お仕事No.,派遣スタッフ活躍中,大量募集,Accessのスキルを活かす,休日休暇(火曜日),平日休みあり,フラグオプション選択,期間・時間　勤務期間,派遣形態,週2・3日OK,勤務先公開,Excelのスキルを活かす,16時前退社OK,正社員登用あり,残業月20時間未満,英語力不要,休日休暇(日曜日),社員食堂あり,10時以降出社OK,英語以外の語学力を活かす,休日休暇(祝日),外資系企業,服装自由,PowerPointのスキルを活かす,休日休暇(土曜日),休日休暇(木曜日),（派遣先）配属先部署　平均年齢,英語力を活かす,会社概要　業界コード,勤務地　都道府県コード,PCスキル不要,制服あり,休日休暇(水曜日),仕事の仕方,勤務地　最寄駅1（駅からの交通手段）,紹介予定派遣,シフト勤務,経験者優遇,週4日勤務,未経験OK,土日祝休み,給与/交通費　交通費,休日休暇(金曜日),扶養控除内,給与/交通費　給与下限,オフィスが禁煙・分煙,勤務地　市区町村コード,残業なし
3,0,10,0,0,14,0,20020,0,0,0,0,1,7,2403520301,0,0,0,0,0,2,5,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,45,0,22000,12,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1300,1,101,1
3,0,5,1,1,4,0,22020,0,0,0,0,1,3,3703531355,0,0,0,0,0,1,5,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,35,0,26000,27,0,0,0,5,1,0,0,1,0,1,1,2,0,0,1550,1,127,0
3,0,5,1,1,4,0,22020,0,0,0,0,1,3,3703531355,0,0,0,0,0,1,5,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,35,0,26000,27,0,0,0,5,1,0,0,1,0,1,1,2,0,0,1550,1,127,0
3,0,8,1,0,5,0,20020,0,0,0,0,1,3,2403566450,1,0,0,0,0,2,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,35,0,27000,12,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1600,1,106,1
3,0,7,0,0,11,0,22020,0,0,0,0,1,15,2403543511,0,0,0,0,0,2,5,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,46,0,26000,12,0,0,0,3,3,1,0,1,0,1,1,3,0,0,1300,1,219,1
3,0,7,0,0,11,0,22020,0,0,0,0,1,15,2403543511,0,0,0,0,0,2,5,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,46,0,26000,12,0,0,0,3,3,1,0,1,0,1,1,3,0,0,1300,1,219,1
3,0,8,0,0,10,0,20020,0,0,0,0,1,10.22591093,2603559285,0,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,39,0,26000,11,0,0,0,3,1,0,0,1,0,1,1,3,0,0,1300,1,237,1
3,0,7,1,0,4,0,20020,0,0,0,0,1,4,2503569821,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,38,0,22000,14,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1600,1,109,1
2,0,3,0,1,3,0,22010,1,0,1,0,1,15,2503502731,0,0,0,0,0,3,5,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,45,0,30000,14,0,0,0,4,1,0,0,1,0,1,1,2,0,0,1050,1,106,0
3,0,3,0,0,7,0,20020,0,0,0,0,1,13,5103526875,0,0,0,0,0,3,5,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,42,0,27000,23,0,0,0,2,1,1,0,1,0,1,1,3,0,0,1350,1,109,0
3,0,3,0,0,7,0,20020,0,0,0,0,1,13,5103526875,0,0,0,0,0,3,5,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,42,0,27000,23,0,0,0,2,1,1,0,1,0,1,1,3,0,0,1350,1,109,0
3,0,6,0,1,5,0,20020,0,0,0,0,1,5,3703569743,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,40,0,21000,27,0,0,0,5,1,0,0,1,0,1,1,2,0,0,1500,1,127,1
3,0,5,0,0,18,0,20030,0,0,0,0,1,1,2503570050,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,40,0,29300,14,0,0,0,4,1,0,0,1,0,1,1,3,0,0,1550,1,205,1
3,0,6,1,0,10,0,20810,0,0,0,0,1,3,3703558133,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,33,0,22000,27,0,1,0,2,1,0,0,1,0,1,1,3,0,0,1400,1,106,1
3,0,7,1,0,14,0,20020,1,0,0,0,1,15,2603568129,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,40,0,26000,11,0,0,0,2,3,0,0,1,0,1,1,3,0,0,1350,1,234,1
3,0,10,0,1,2,0,20020,0,0,0,0,1,1,3703524718,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,40,0,23000,27,0,0,0,5,1,0,0,1,0,1,1,2,0,0,1700,1,128,1
3,0,10,0,1,2,0,20020,0,0,0,0,1,1,3703524718,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,40,0,23000,27,0,0,0,5,1,0,0,1,0,1,1,2,0,0,1700,1,128,1
3,0,6,0,0,7,0,20020,1,0,0,0,1,12,2603562944,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,47,0,26000,11,0,0,0,5,3,0,0,1,0,1,1,3,0,0,1300,1,218,1
3,0,1,1,0,11,0,20310,0,0,0,0,1,7,2503569574,1,0,0,0,0,3,5,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,35,1,23000,14,0,0,0,3,1,0,0,1,0,1,1,3,0,0,1750,1,109,0
2,0,4,0,0,8,0,20020,1,0,0,0,1,3,2503570609,1,0,0,0,0,1,5,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,40,0,21000,14,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1470,1,132,1
3,0,4,0,0,7,0,20020,1,0,0,0,1,5,3203563684,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,30,0,28000,29,0,0,0,3,1,0,0,1,0,1,1,3,0,0,1250,1,201,1
3,0,3,0,1,3,0,20310,0,0,0,0,1,1,3703538607,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,40,1,26000,27,0,0,0,4,1,0,0,1,0,1,1,2,0,0,1470,1,128,1
3,0,7,0,0,14,0,20020,1,0,0,0,1,14,3703548231,1,0,0,0,1,3,5,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,44,0,29000,28,0,1,1,5,1,1,0,1,0,1,0,3,0,0,1300,1,206,1
3,0,7,0,0,14,0,20020,1,0,0,0,1,14,3703548231,1,0,0,0,1,3,5,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,44,0,29000,28,0,1,1,5,1,1,0,1,0,1,0,3,0,0,1300,1,206,1
3,0,5,1,0,4,1,20030,0,0,0,0,1,10.22591093,2703556039,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,40,0,22000,9,0,1,0,5,2,0,0,1,0,1,1,3,0,0,1600,1,201,0
3,0,8,1,0,6,0,20020,0,0,0,0,1,10,2503520549,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,40,0,22000,14,0,0,0,1,2,0,0,1,0,1,1,3,0,0,1850,1,205,1
3,0,8,1,0,6,0,20020,0,0,0,0,1,10,2503520549,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,40,0,22000,14,0,0,0,1,2,0,0,1,0,1,1,3,0,0,1850,1,205,1
3,0,10,0,0,7,1,20020,0,0,0,0,1,10,3703531089,0,0,0,0,0,3,5,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,45,0,26000,27,0,1,0,2,1,1,0,1,0,1,1,3,0,0,1300,1,144,0
3,0,10,0,0,7,1,20020,0,0,0,0,1,10,3703531089,0,0,0,0,0,3,5,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,45,0,26000,27,0,1,0,2,1,1,0,1,0,1,1,3,0,0,1300,1,144,0
3,0,9,0,0,40,0,20030,0,0,0,0,1,8,5103533955,0,0,0,0,0,3,5,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,31,0,22000,23,0,0,0,5,3,1,0,1,0,1,1,3,0,0,1300,1,115,1
3,0,9,0,0,40,0,20030,0,0,0,0,1,8,5103533955,0,0,0,0,0,3,5,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,31,0,22000,23,0,0,0,5,3,1,0,1,0,1,1,3,0,0,1300,1,115,1
3,0,4,0,0,5,0,22010,0,0,0,0,1,1,2503493039,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,43,0,22000,14,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1350,1,134,1
3,0,4,0,0,5,0,22010,0,0,0,0,1,1,2503493039,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,43,0,22000,14,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1350,1,134,1
3,0,7,1,0,15,0,20020,0,0,0,0,1,15,2503547728,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,40,0,22000,14,0,0,0,3,2,0,0,1,0,1,1,3,0,0,1450,1,206,1
3,0,7,1,0,15,0,20020,0,0,0,0,1,15,2503547728,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,40,0,22000,14,0,0,0,3,2,0,0,1,0,1,1,3,0,0,1450,1,206,1
3,0,7,0,1,12,0,20020,0,0,0,0,1,3,3603561134,1,0,0,0,0,3,5,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,38,0,29000,26,0,0,0,4,1,1,0,1,0,1,1,2,0,0,1200,1,106,1
3,0,3,0,0,44,0,20810,0,0,0,0,1,3,2503564087,1,0,0,0,0,1,5,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,30,0,28000,14,0,0,0,5,1,1,0,1,0,1,1,3,0,0,1400,1,137,1
2,0,5,0,1,10,0,20320,0,0,0,0,1,7,2503569723,1,0,0,0,0,3,5,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,39,1,27000,14,0,0,0,4,1,0,0,1,0,1,1,2,0,0,1600,1,103,1
3,0,2,0,0,9,0,20020,1,0,1,0,1,10,2503554257,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,34,0,30000,14,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1400,1,132,1
3,0,6,1,0,30,1,22030,0,0,0,0,1,1,2503560917,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,41,0,21000,14,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1650,1,104,0
3,0,5,0,1,60,0,20020,0,0,0,0,0,10,2603556226,0,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,43,0,29000,11,0,0,0,5,1,0,0,1,0,1,1,2,0,0,1300,1,102,1
3,0,9,0,0,17,0,20030,1,0,1,0,1,5,3803486573,1,0,0,0,0,3,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,44,0,30000,28,0,1,0,3,1,0,0,1,0,1,1,3,0,0,1330,1,110,0
3,0,3,1,0,4,0,20040,0,0,1,0,1,2,2503541683,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,40,0,30000,14,0,1,0,5,1,0,0,1,0,1,1,3,0,0,1300,1,109,1
3,0,6,1,0,8,0,20030,0,0,0,0,1,10,3703569341,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,38,0,22000,27,0,1,0,3,3,0,0,1,0,1,1,3,0,0,1400,1,144,1
3,0,6,1,0,9,0,20020,0,0,0,0,1,10,2503550902,1,0,0,0,0,1,5,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,45,0,21000,14,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1400,1,102,1
3,0,9,0,0,12,0,20030,0,0,0,0,1,12,5103569453,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,45,0,22000,23,0,1,0,2,1,0,0,1,0,1,1,3,0,0,1400,1,105,1
3,0,5,0,1,2,0,22030,0,0,0,0,1,10,5303535292,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,43,0,22000,21,0,1,0,2,3,0,0,1,0,1,1,2,0,0,1250,1,205,1
3,0,5,0,1,2,0,22030,0,0,0,0,1,10,5303535292,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,43,0,22000,21,0,1,0,2,3,0,0,1,0,1,1,2,0,0,1250,1,205,1
3,0,5,0,0,11,0,22010,1,0,1,0,1,10.22591093,2403565141,1,0,0,0,0,2,5,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,37,0,30000,12,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1350,1,227,1
2,0,7,1,0,6,0,20030,0,0,0,0,1,7,5103567593,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,43,0,23000,23,0,0,0,3,1,0,0,1,0,1,1,3,0,0,1460,1,105,1
3,0,5,0,0,2,0,22020,1,0,0,0,1,6,3703528868,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,45,0,29000,28,0,0,0,3,1,0,0,1,0,1,1,3,0,0,1350,1,207,1
3,0,5,0,0,2,0,22020,1,0,0,0,1,6,3703528868,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,45,0,29000,28,0,0,0,3,1,0,0,1,0,1,1,3,0,0,1350,1,207,1
3,0,6,0,0,17,0,20410,0,0,1,0,1,10,2603559135,1,0,0,0,0,0,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,40,0,30000,11,0,1,0,5,1,0,0,1,0,1,1,3,0,0,1300,1,237,1
3,0,8,0,0,10,0,22020,0,0,0,0,1,13,2503538790,0,0,0,0,0,1,5,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,50,0,29000,14,0,0,0,2,3,1,0,1,0,1,1,3,0,0,1500,1,101,1
3,0,8,0,0,10,0,22020,0,0,0,0,1,13,2503538790,0,0,0,0,0,1,5,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,50,0,29000,14,0,0,0,2,3,1,0,1,0,1,1,3,0,0,1500,1,101,1
3,0,4,0,0,17,1,22010,0,0,1,0,1,3,3803496128,1,0,0,0,0,3,5,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,42,1,30000,28,0,0,0,5,1,0,1,1,0,1,1,3,0,0,1250,1,111,0
3,0,4,0,0,17,1,22010,0,0,1,0,1,3,3803496128,1,0,0,0,0,3,5,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,42,1,30000,28,0,0,0,5,1,0,1,1,0,1,1,3,0,0,1250,1,111,0
3,0,8,0,1,13,0,20030,0,0,0,0,1,4,3703535106,0,0,0,0,0,1,5,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,45,0,22000,27,0,1,0,1,1,1,0,1,0,1,1,2,0,0,1400,1,128,1
3,0,8,0,1,13,0,20030,0,0,0,0,1,4,3703535106,0,0,0,0,0,1,5,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,45,0,22000,27,0,1,0,1,1,1,0,1,0,1,1,2,0,0,1400,1,128,1
3,0,4,0,0,14,0,20020,0,0,0,0,1,7,2503561671,0,0,0,0,0,3,5,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,40,0,27002,14,0,0,0,1,1,1,0,1,0,1,1,3,0,0,1200,1,104,1
3,0,2,0,1,5,0,22010,0,0,1,0,1,16,4103559825,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,40,0,30000,4,0,0,0,5,1,0,0,1,0,1,1,2,0,0,1130,1,101,1
3,0,6,0,0,5,0,20020,0,0,0,0,1,10,3703566440,1,0,0,0,0,1,5,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,45,0,22000,27,0,1,0,2,3,1,0,1,0,1,1,3,0,0,1250,1,144,1
3,0,5,0,1,14,0,20040,1,0,0,0,1,5,3703556796,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,45,0,27002,27,0,0,0,5,1,0,0,1,0,1,1,2,0,0,1400,1,128,1
3,0,7,0,0,4,1,20020,1,0,0,0,1,4,3703569698,1,0,0,0,0,1,5,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,40,0,30000,27,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1250,1,211,0
3,0,10,0,0,7,0,20020,0,0,1,0,1,8,2503547856,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,40,0,30000,14,0,1,0,1,1,0,0,1,0,1,1,3,0,0,1300,1,205,1
3,0,10,0,0,7,0,20020,0,0,1,0,1,8,2503547856,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,40,0,30000,14,0,1,0,1,1,0,0,1,0,1,1,3,0,0,1300,1,205,1
3,0,7,0,1,40,0,20020,1,0,0,0,1,3,3703567084,1,0,0,0,0,3,5,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,38,0,27000,27,0,0,0,2,1,1,0,1,0,1,1,2,0,0,1400,1,128,1
4,0,6,0,0,5,0,20020,1,0,0,0,1,15,3603564181,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,40,0,22000,26,0,0,0,5,2,0,0,1,0,1,1,3,0,0,1200,1,366,1
3,0,7,1,0,14,0,20030,0,0,0,0,1,12,4903562230,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,35,0,22000,23,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1400,1,212,1
3,0,3,0,0,40,0,20020,1,0,1,0,1,12,2703534216,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,40,0,30000,9,0,0,0,5,3,0,0,1,0,1,1,3,0,0,1300,1,201,1
3,0,3,0,0,40,0,20020,1,0,1,0,1,12,2703534216,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,40,0,30000,9,0,0,0,5,3,0,0,1,0,1,1,3,0,0,1300,1,201,1
3,0,5,0,0,8,1,20030,0,0,0,0,1,1,7103565947,1,0,0,0,0,1,5,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,50,0,23000,34,0,0,0,5,1,1,0,1,0,1,1,3,0,0,1300,1,101,0
2,0,5,0,0,8,0,20310,0,0,0,0,1,6,5103541876,0,0,0,0,0,0,5,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,33,0,22000,23,0,0,0,2,1,1,0,1,0,1,1,3,0,0,1400,1,106,0
2,0,5,0,0,8,0,20310,0,0,0,0,1,6,5103541876,0,0,0,0,0,0,5,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,33,0,22000,23,0,0,0,2,1,1,0,1,0,1,1,3,0,0,1400,1,106,0
4,0,0,0,1,15,0,20040,0,0,0,0,1,5,3703562685,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,30,0,28000,27,0,0,0,5,1,0,0,1,0,1,1,2,0,0,1500,1,128,1
3,0,1,1,0,11,0,20310,0,0,0,0,1,7,2503565354,1,0,0,0,0,1,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,35,0,23000,14,0,0,0,3,1,0,0,1,0,1,1,3,0,0,1750,1,109,0
3,0,9,0,0,30,0,20030,0,0,0,0,1,5,3803499073,0,0,0,0,0,3,5,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,30,0,29000,28,0,1,0,5,1,1,0,1,0,1,1,3,0,0,1400,1,110,1
3,0,9,0,0,30,0,20030,0,0,0,0,1,5,3803499073,0,0,0,0,0,3,5,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,30,0,29000,28,0,1,0,5,1,1,0,1,0,1,1,3,0,0,1400,1,110,1
3,0,0,0,0,3,0,20020,1,0,0,0,1,5,2503549222,1,0,0,0,0,3,5,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,35,0,27000,14,0,0,0,4,1,0,0,1,0,1,1,3,0,0,1400,1,103,1
3,0,0,0,0,3,0,20020,1,0,0,0,1,5,2503549222,1,0,0,0,0,3,5,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,35,0,27000,14,0,0,0,4,1,0,0,1,0,1,1,3,0,0,1400,1,103,1
3,0,3,0,1,12,0,20020,0,0,0,0,1,7,2503540129,1,0,0,0,0,3,5,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,37,0,27000,14,0,0,0,5,1,1,0,1,0,1,1,2,0,0,1300,1,103,1
3,0,3,0,1,12,0,20020,0,0,0,0,1,7,2503540129,1,0,0,0,0,3,5,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,37,0,27000,14,0,0,0,5,1,1,0,1,0,1,1,2,0,0,1300,1,103,1
3,0,5,1,0,10,0,20020,0,0,0,0,1,3,2503547135,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,40,0,28000,14,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1500,1,132,1
3,0,5,1,0,10,0,20020,0,0,0,0,1,3,2503547135,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,40,0,28000,14,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1500,1,132,1
2,0,5,0,0,4,0,20020,1,0,0,0,1,5,2503554217,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,45,0,29000,14,0,0,0,5,2,0,0,1,0,1,1,3,0,0,1500,1,131,1
3,0,2,0,0,12,0,22020,0,0,0,0,1,5,2503568443,1,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,33,0,27000,14,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1450,1,104,1
3,0,0,0,0,7,0,20020,1,0,0,0,1,8,3703570745,1,0,0,0,0,1,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,30,0,28000,27,0,1,0,1,1,0,0,1,0,1,1,3,0,0,1350,1,123,0
3,0,5,1,0,14,0,20020,0,0,0,0,1,2,2503568233,1,1,0,0,0,1,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,40,0,27000,14,0,0,0,3,1,0,0,1,0,1,1,3,0,0,1450,1,137,0
2,0,5,0,0,4,0,22020,0,0,0,0,1,2,3703570112,0,0,0,0,0,3,5,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,45,0,29000,27,0,0,0,5,1,1,0,1,0,1,1,3,0,0,1500,1,106,1
3,0,5,1,0,30,0,20020,0,0,0,0,1,5,3803551529,1,0,0,0,0,3,5,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,30,0,27000,28,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1430,1,110,0
2,0,4,1,0,13,0,22030,0,0,0,0,1,10,3703540379,0,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,40,0,22000,28,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1300,1,207,1
2,0,4,1,0,13,0,22030,0,0,0,0,1,10,3703540379,0,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,40,0,22000,28,0,0,0,2,1,0,0,1,0,1,1,3,0,0,1300,1,207,1
3,0,5,0,0,2,0,22030,1,0,0,0,0,3,3703562128,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,45,0,28000,27,0,0,0,3,1,0,0,1,0,1,1,3,0,0,1450,1,127,1
3,0,5,1,0,10,0,20020,0,0,0,0,1,10,2403563257,1,0,0,0,0,2,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,30,0,26000,12,0,0,0,1,3,0,0,1,0,1,1,3,0,0,1400,1,204,1
3,0,7,0,0,33,1,22020,0,0,0,0,1,5,3703527877,1,0,0,0,0,3,5,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,42,0,27002,27,0,1,0,1,1,1,0,1,0,1,1,3,0,0,1500,1,128,0
3,0,7,0,0,33,1,22020,0,0,0,0,1,5,3703527877,1,0,0,0,0,3,5,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,42,0,27002,27,0,1,0,1,1,1,0,1,0,1,1,3,0,0,1500,1,128,0
3,0,1,0,0,58,0,20040,1,0,0,0,1,3,3703546369,1,0,0,0,0,1,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,36,0,28000,27,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1380,1,127,0
3,0,1,0,0,58,0,20040,1,0,0,0,1,3,3703546369,1,0,0,0,0,1,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,36,0,28000,27,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1380,1,127,0
3,0,5,0,0,13,0,20020,0,0,0,0,1,6,3703558765,0,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,38,0,22000,27,0,0,0,3,1,0,0,1,0,1,1,3,0,0,1400,1,106,1
3,0,7,0,0,18,0,20020,1,0,0,0,1,6,3703550700,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,37,1,27000,27,0,0,0,1,1,0,0,1,0,1,1,3,0,0,1450,1,213,1
3,0,10,0,1,3,0,20030,1,0,0,0,1,1,3703558485,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,50,0,23000,27,0,0,0,2,1,0,0,1,0,1,1,2,0,0,1400,1,128,1
3,0,3,0,0,8,0,22020,0,0,0,0,1,7,2503522656,1,0,0,0,0,3,5,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,36,0,22000,14,0,0,0,5,1,0,0,1,0,1,1,3,0,0,1600,1,102,1
